CCL4,FAM162A,PLSCR1,ANLN,,BCAR3,HAX1,TAF6,NOTCH2,SPTAN1,,TALDO1,NRIP1,SLC9A3R1,ABCC4,CKB,VAMP4,SAMD9L,CCL7,ITGB4,,,CA2,ATF6,EIF4E,LGMN,CDKN3,AP3S1,PRMT3,COL4A1,IL15RA,ACOX2,ALDH3A2,NDUFB7,TKTL1,,POLH,OLFM1,INSIG1,,RCL1,MMP9,TNFRSF21,OPTN,MLYCD,PRF1,DDX25,CIDEA,ZBTB16,
GCH1,BNIP3L,CLU,CDK5RAP2,,THBS1,BAK1,TAF9,CUL1,NEDD9,,TST,MLPH,MYB,ALDH1A3,SPDEF,VPS4B,LY6E,PNP,VCAM1,,,S100A9,HYOU1,MAPK8,CD9,CDC25A,PSMB2,FARSA,MYLK,EDN1,UGDH,BMPR1B,POR,SDC3,,ADA,AQP3,INPP4B,,SLC11A2,PECAM1,IL2RA,APOA1,EHHADH,F2R,PRM2,TSPAN13,SHOX2,
CCL2,TPI1,TRIB3,SMC3,,FNTA,EBI3,GTF2A2,TGFB1,ROCK1,,MCCC1,KRT19,ANXA9,AZGP1,ACTA1,NAPA,IFITM2,CMPK2,CD274,,,TFPI2,RRP9,NFKBIB,STARD4,CDC25B,PSMA2,MAP3K6,IGFBP4,ICOSLG,DCXR,DHCR24,IDH2,PGAM2,,AK1,PDLIM3,ZMIZ1,,LPIN2,PLG,LTB,AMACR,ALDH1A1,TIMP1,TCP11,SERPINA3,COL2A1,
RCAN1,KDM3A,CXCL16,TUBGCP2,,HDAC1,INHBE,VPS37D,RPA2,BCL2L11,,REEP5,LRIG1,IGFBP4,DBI,TNNI2,GNAS,HELZ2,PML,CD86,,,SERPINA1,NOP56,MAP2K6,TMEM97,PLK4,RRP9,LAS1L,CXCL12,ADM,IGF1,SMS,COX6C,SLC37A4,,SEC61A1,PPIF,PTPN21,,RAP1GAP,C2,PNP,ABCD3,HSD17B4,BCL10,PIAS2,PCP4,PTGFR,
DUSP2,CCNG2,TNFRSF12A,ESPL1,,UBE2D3,CRLF2,NME1,POLA2,RHOT2,,BCL2L13,KDM4B,NPY1R,DHCR24,MYL1,STX7,TRIM21,HIF1A,CLDN19,,,LTF,CXXC1,MAPK9,PLK1,MCM5,NOP56,PUS1,GJA1,CHST2,NQO1,HPGD,ATP6AP1,CXCR4,,BAX,CA2,COL3A1,,SMOX,MMP14,GPX4,HSD3B7,HAO2,CD2,PAPOLB,CA2,CYP39A1,
EHD1,LDHA,ACTG1,MAP1S,,LTBP2,TNFRSF1B,RNMT,CCNA2,PSEN2,,SLC25A10,PGR,PDZK1,STK39,TNNC2,SEC22B,PARP14,CASP3,COL17A1,,,GNAI3,CNOT4,GSK3B,AURKA,CHEK1,NHP2,SLC29A2,MEST,GPC3,PC,ACSL1,ATP6V1H,EFNA3,,F2R,GAL,SCHIP1,,ALAD,C1QA,UMPS,AKR1D1,ECI2,BRCA1,OAZ3,CPE,ABCG4,
IER2,GYS1,LGMN,ARHGAP27,,,CD14,ERCC2,CENPA,LEF1,,ME1,RHOBTB3,NRIP1,B2M,MYH3,VPS45,TRIM26,CASP7,CLDN9,,,ACTN2,DCP2,RAC1,TUBA4A,UBE2S,EIF4A1,SUPV3L1,LAMC2,ADORA2B,IRF8,UBE2L6,PDP1,SDC2,,CASP1,CCND3,COL1A1,,UROS,DPP4,CDC6,PEX1,ACSL5,EREG,PHF7,ALDH1A3,TFCP2L1,
REL,GAPDH,FBXO6,DOCK4,,,PTPN1,POLE4,CDC20,CCND2,,PHYH,TPD52L1,KRT19,MAP7,MYLPF,STX16,PARP12,CASP8,CDH3,,,COL4A2,PDIA6,AKT1S1,BUB1,HMGB3,EIF2S1,IMP4,TFPI2,TPBG,PSMB10,PSME1,FDX1,CASP6,,RETSAT,KCNH2,SRI,,UROD,KLKB1,ODC1,CYP8B1,ACSL4,TGFB2,ODF1,MAP7,UGT2B17,
CFLAR,ANGPTL4,GPX8,SAC3D1,,,PTPN2,VPS37B,CKS2,SMAD7,,PIM3,ELOVL2,PGR,HERC3,TNNT3,YKT6,NMI,TNFSF10,CTNND1,,,CDH13,ATP6V0D1,ACTR2,UBE2D3,TACC3,XPOT,GRWD1,ITGAV,KIF1B,CFB,YWHAH,HSPA9,B3GALT6,,APP,SLC6A8,IRS1,,CPOX,MMP15,UCK2,PNPLA8,CEL,F2,ACRBP,TNNT2,HSD11B2,
RIPK2,LOX,ANTXR2,INCENP,,,IL18R1,NT5C3A,MKI67,XIAP,,YWHAG,RET,TPD52L1,PGM3,TNNT2,SNX2,RNF31,CASP4,LIMA1,,,LAMP2,SERP1,PRKAR2A,PNP,MCM2,EIF4E,,SGCG,ABI1,UPP1,RDH11,ATP6V1D,GLRX,,TXNIP,AP2S1,PTEN,,BLVRA,F10,CASP3,SLC27A5,SLC25A4,JAK2,YBX2,AKT2,SCGB1A1,
NFKBIE,GCK,MAL2,ARHGAP5,,,PF4,SNAPC4,AURKB,SLC20A1,,NDUFAB1,TFF1,RET,ELL2,CASQ2,CLTA,HLA-C,CASP1,CLDN14,,,IRF7,NFYB,YWHAB,GTF2H1,CDKN2C,NPM1,,ADAM12,IL4R,JUP,NBN,PHB2,PAM,,FDXR,YKT6,PIK3R3,,NNT,CTSB,TNFSF10,CYP7B1,CLN6,INHBB,CSNK2A2,PSMB8,IFNG,
NR4A3,PPFIA4,CD9,GSN,,,CXCL13,AAAS,UBE2C,IFNGR1,,GPD2,MAPT,TFF1,UAP1,ACTC1,CLN5,TRIM14,TXNIP,PTPRC,,,PSMB9,NHP2,PIKFYVE,HPRT1,NASP,HSPE1,,TPM2,IL1R1,PLG,APEX1,GOT2,TGFBI,,TOB1,CNP,VAV2,,ISCA1,CTSO,IGF2R,PEX26,ABCC5,PTPN6,NAA11,IRF8,KRT1,
PHLDA1,DDIT4,PPARG,NET1,,,LTBR,RFC4,MCM6,CD14,,ADIG,SCNN1A,MAPT,SEC24D,MYOM1,M6PR,TDRD7,IFITM3,THY1,,,C1S,DCTN1,TBK1,CDC25A,STAG1,PSMD14,,ITGB5,OSMR,F10,LGALS1,COX5A,DCN,,STOM,LYN,AKT3,,HTRA2,GP9,BCL2L1,AGXT,ABCB1,B2M,TULP2,IL10RA,YBX2,
IER5,IGFBP3,GLDC,LRPPRC,,,FAS,ITPA,MCM3,FAS,,ECHS1,ABAT,SCNN1A,LMAN1,MYL4,SGMS1,DHX58,SSPN,VASP,,,LAP3,SSR1,ACTR3,CCNF,EZH2,PSMA4,,COL3A1,IFNAR1,HNF4A,CYP1A1,VDAC1,HSPA5,,TPD52L1,MMP14,NRP1,,ALDH6A1,DUSP6,IFITM3,PEX7,DLG4,CCND3,ADAD1,CFB,ZC2HC1C,
TNFSF9,RBPJ,STX5,RABGAP1,,,IL17RA,POM121,PTTG1,CD38,,QDPR,XBP1,XBP1,INPP4B,MYBPH,USO1,PARP9,ARL4A,ZYX,,,IRF2,EDEM1,ITPR2,MCM2,RAD21,PPIA,,COL4A2,ACVR1B,SHMT2,ADH1C,SLC25A3,TPBG,,ABAT,C4BPB,FYN,,PGLS,FN1,EMP1,CYP39A1,ATXN1,AKT1,SYCP1,BPGM,DCC,
GEM,HK1,STARD4,FLNB,,,IL9R,BRF2,MAD2L1,BCAP31,,CS,CELSR2,CELSR2,ITGAV,MYH7,YIPF6,PNPT1,JAK2,CLDN4,,,PLA2G4A,EDC4,RPS6KA1,SLC7A5,STMN1,PSMC6,,SGCD,CSF3R,BCAT1,PTS,VDAC3,LDHC,,SLC19A2,PRKCD,IGFBP5,,ABCB6,LRP1,FAH,CYP7A1,ABCD3,ACHE,DDX4,CFH,TNNI3,
GADD45A,CITED2,CTNNB1,ARAP3,,,STAM2,RFC5,HMMR,GPX4,,ACADL,MYBL1,FAM102A,MAK,MYH8,ARFIP1,TRIM25,PTPN6,CADM3,,,SERPING1,EIF2AK3,MAPKAP1,DDX39A,SUV39H1,PSMC4,,FGF2,ITGB3,GCLC,EPHX1,SUPV3L1,COL5A1,,SFN,CTSV,COL5A2,,PRDX2,CPQ,SLC1A5,PIPOX,HSD3B7,IRF7,MLF1,CMKLR1,CDH16,
CXCL10,ISG20,TMEM97,FGD4,,,STAT2,CLP1,KPNA2,CDC25B,,TOB1,MREG,SLC1A4,SPDEF,ACTN2,ANP32E,PSME1,B2M,ITGA3,,,CFB,ERN1,PLCB1,CTH,PRIM2,CANX,,TAGLN,EBI3,ATP2A2,FMO1,ALAS1,GPC1,,INHBB,ASNS,COL1A2,,GCLM,TMPRSS6,ITIH5,PEX6,PEX6,GBP2,TEKT2,JUP,SPTBN2,
PLK2,GALK1,SEMA3B,ABR,,,LEPR,NME4,CDKN3,CASP3,,GRPEL1,FAM102A,OVOL2,STEAP4,TNNI1,TSPAN8,EPSTI1,ARID5B,NF2,,,LCP2,FKBP14,CAMK4,GSR,NOLC1,COPS5,,LAMA2,TNFRSF1B,ACP1,ALDH9A1,CYB5A,HDLBP,,PERP,CEBPG,LAMC1,,BSG,GP1BA,ARL4A,GNPAT,GNPAT,CD74,SPATA6,ITGA2,PDE6B,
BHLHE40,WSB1,GNAI1,CENPJ,,,CBL,PRIM1,CDC25A,CASP9,,CRAT,MSMB,SLC27A2,SRP19,CRYAB,SCRN1,UBA7,MX1,NEXN,,,CFH,ZBTB17,RPTOR,FDXR,GSPT1,HSPD1,,COL6A3,CD14,PTGES3,MAOA,PDK4,NSDHL,,DCXR,TFRC,COL11A1,,NEK7,PREP,LRIG1,HSD3B1,ABCD1,IL15,PGK2,MPZL2,SIDT1,
EGR2,PYGM,ABCA2,NCK1,,,ITGA4,VPS28,CDC25B,DFFA,,PEMT,ZNF185,FKBP4,CCND3,SGCG,SEC31A,PSME2,ISG15,CDH6,,,GZMA,WIPI1,CFL1,ETF1,ILF3,MCM4,,ITGB1,IL18R1,FBLN1,ADH7,ETFDH,GUSB,,HSPA4L,CYB5B,FBLN5,,ALAS2,LTA4H,XBP1,HAO1,PEX13,CD47,ACRV1,MMP9,NTF3,
SOCS3,STC1,ATXN2,CENPF,,,CD38,TSG101,PLK4,CASP7,,CHCHD10,SLC19A2,CXCL12,IQGAP2,HRC,VAMP7,TRIM5,IFIT3,ADAM15,,,C1R,YIF1A,TRAF2,ADIPOR2,CKS1B,EIF2S2,,COL1A1,PIK3R5,AQP9,VNN1,ACAA1,CDK1,,ST14,RPN1,DAB2,,PPOX,APOC1,MUC1,PEX16,GSTK1,IRF8,CLPB,PECAM1,SCN10A,
SLC2A6,ZNF292,ALCAM,KIF20B,,,SOCS1,USP11,CDC6,PMAIP1,,AK2,SLC1A4,TMPRSS3,RAB4A,TNNT1,SCAMP3,C1S,IFI44,CLDN11,,,GNAI2,EIF4EBP1,GNGT1,IDH1,LBR,MCM7,,SLC6A8,CXCL9,CYP1A1,GABARAPL1,ECI1,AURKA,,CCND3,PDAP1,SNAI2,,FECH,RABIF,CISH,ABCD1,LONP2,PSMB10,CRISP2,DCBLD2,TAS2R4,
PTGER4,PLIN2,FABP5,WASF2,,,ACVRL1,TAF1C,CCNF,CASP8,,APOE,FHL2,TFF3,SMS,DES,AP2B1,LAP3,IFI35,CDH4,,,PFN1,EIF4A1,UBE2N,ME1,HUS1,RANBP1,,COL6A2,CCL7,CYP1A2,ALDH3A1,HADHB,IL13RA1,,TNNI1,STIP1,PMP22,,GYPB,C9,IGF1R,ABCG8,DIO1,HLA-DMA,ZC2HC1C,NRP1,DTNB,
DUSP5,CSRP2,S100A11,MYH10,,,TNFRSF21,TARBP2,MCM5,DIABLO,,UQCR10,OVOL2,SLC22A5,ZMIZ1,MYOZ1,RAB22A,LAMP3,IRF7,IRS1,,,SRC,EIF2S1,ADCY2,QDPR,PDS5B,RAN,,SPARC,ADRM1,GSTA3,TDO2,HSD17B10,HAX1,,PLXNB2,CCNE1,RGS4,,RHD,FYN,DHRS3,NR1H4,TTR,CD86,AKAP4,CTSS,HTR1D,
SERPINB2,VLDLR,,CENPE,,,PIK3R5,POLH,E2F3,BAX,,ACO2,TSKU,WFS1,MERTK,RYR1,AP3B1,GBP4,RSAD2,CLDN8,,,ADAM9,TATDN2,VAV3,ACLY,SRSF1,USP1,,IL15,SLC7A1,CYP2J2,FABP1,ACADVL,AK3,,CDH13,POLE3,CAP2,,GYPA,GNB2,CA2,PEX19,NR1I2,HLA-DQA1,CCT6B,DUSP6,MAST3,
NFIL3,JMJD6,,CYTH2,,,GRB2,CETN2,CHEK1,BIK,,FAH,ADCY9,PTGES,HPGD,CSRP3,ATP6V1H,NCOA7,IFI44L,EVL,,,STX4,XPOT,FGF6,ELOVL6,BARD1,DEK,,VCAM1,HIF1A,CYP27A1,BPHL,FH,CENPA,,RB1,MRPL23,BDNF,,GYPE,MMP8,BATF,CYP46A1,SLC35B2,CD40,PACRG,FCER1G,SLC6A3,
SERPINE1,EXT1,,MID1,,,DNTT,POLD1,UBE2S,BID,,ACLY,RASGRP1,ITPK1,GNAI3,ADAM12,GBF1,TMEM140,IFI27,CLDN15,,,PCSK9,LSM4,ECSIT,SLC1A5,XPO1,POLD2,,THY1,TNFSF10,ADH1C,ETFDH,IDH3B,HMMR,,ITGB4,DDX21,ACVR2A,,GYPC,CTSV,ITGAV,PEX13,SLC23A2,LCP2,GSG1,SCG3,TGM1,
TRIB1,PDK3,,KLC1,,,IL2RA,CANT1,HMGB3,TNFSF10,,SLC5A6,MUC1,ARL3,SRF,ATP2A1,CAV2,CD74,OASL,THBS3,,,LYN,CHAC1,RALB,IMMT,TMPO,PA2G4,,CDH6,TIMP1,ASL,CBR1,MDH1,NASP,,PROCR,IGFBP2,LPAR1,,EPB42,CSRP1,CCND3,HSD17B6,RXRG,HLA-G,THEG,CAB39L,PCDHB1,
TIPARP,ANKZF1,,MARK4,,,PTPN11,DGCR8,DBF4,FASLG,,JAGN1,KAZN,SLC16A1,SLC38A2,CKM,ATP1A1,GMPR,EIF2AK2,JAM3,,,GATA3,PDIA5,MKNK1,NMT1,CTCF,NAP1L1,,CDH11,PSEN1,ALAS1,ACAA1,SDHD,STMN1,,IFI30,MSX1,HAS2,,SLC4A1,SERPINC1,MYO1C,PXMP2,SLC25A17,TAPBP,CST8,NGF,THRB,
RELA,UGP2,,ARL8A,,,IL12RB1,RAD51,TACC3,IGFBP6,,EPHX2,SLC27A2,TJP3,ARID5B,MYOM2,BNIP3,PSMA3,SP110,CDH11,,,PLG,LSM1,FGF17,SLC9A3R1,TRA2B,CTPS1,,LAMA3,EREG,GSTM4,ACOT8,PDHB,BIK,,TRAFD1,TACR3,MET,,RHCE,ANG,SYNGR2,BBOX1,PEX2,IRF4,DCC,ITGB2,YPEL1,
BIRC2,ALDOB,,CEP57,,,CCR1,SURF1,MCM2,PRF1,,IDH3G,FKBP4,SLC26A2,CDC14B,MYL6B,ZW10,PROCR,DDX60,TMEM8B,,,CDK5R1,SDAD1,IRAK4,XBP1,MYBL2,ORC2,,COL16A1,GNA15,CYP2C18,CYP4A11,HCCS,SOD1,,UPP1,CYP1A1,ATP2C1,,RHAG,CTSH,PRNP,GSTK1,PEX11B,HLA-A,HSPA1L,SPP1,RYR2,
CXCL6,STC2,,UXT,,,CNTFR,PNP,CDKN2C,DAP,,ELMOD3,CXCL12,TFAP2C,XRCC5,TPM2,GALC,IFI30,UBE2L6,LAMA3,,,C2,EIF4E,PRKCB,SLC1A4,ORC6,PRDX4,,VCAN,FZD5,PTS,ECI1,DLST,CTH,,VAMP8,ALAS1,BCKDHB,,TAL1,F8,GBP4,ABCG4,FIS1,GZMA,DNAJB8,FUCA1,GDNF,
LITAF,ERRFI1,,ARHGAP4,,,PLA2G2A,ADA,FANCC,F2R,,ORM1,TMPRSS3,PRSS23,GPD1L,MYL2,ADAM10,IRF2,USP18,RSU1,,,MMP14,DDX10,GNA14,GLA,CDK4,PSMD8,,MYL9,RASGRP1,CYB5A,FABP2,CPT1A,IDH1,,ALOX15B,EPHX1,ABCC1,,SPTB,HNF4A,SELL,ALDH8A1,ABCB4,IFNAR2,IL13RA2,PRRX1,CAMK1D,
TNFAIP6,ENO3,,CDC42EP4,,,CXCL9,NME3,NASP,SATB1,,ESRRA,CBFA2T3,OLFM1,ACTN1,CKMT2,RAB5A,IL15,PSMB8,CLDN18,,,CTSL,ALDH18A1,FGF22,ADD3,POLE,PSMD7,,FBN1,P2RY2,EPHX1,HMGCL,SUCLA2,TALDO1,,BAIAP2,CDO1,RXRA,,HBQ1,ITIH1,IRF8,NR3C2,NUDT19,ST8SIA4,ZC3H14,C3AR1,AMBN,
CD44,HMOX1,,SASS6,,,IL7,GTF3C5,STAG1,CASP4,,HIBCH,TFF3,RAPGEFL1,RPS6KA3,MYH1,GOLGA4,CNP,BST2,NRAP,,,F5,HSPA9,DUSP3,ELOVL5,HMGA1,SET,,ITGA2,SLC7A2,LCAT,HSD17B11,SDHA,SLC25A10,,HRAS,FMO1,NFIB,,DCAF11,RAC1,IL10RA,ABCA6,IDE,IL2RB,COIL,SCN1B,SERPINA10,
INHBA,PGF,,LATS1,,,CCL7,NT5C,GINS2,CREBBP,,SUCLG1,UGCG,ABCA3,TMEM50A,FLII,AP1G1,CMTR1,LGALS3BP,CTNNA1,,,MMP13,SEC11A,IL4,SORD,DDX39A,SNRPA1,,SLIT2,GNAI3,SLC35D1,MLYCD,PDHA1,ME1,,CDK5R1,MAOA,TFPI,,ERMAP,MMP3,SELP,PECR,PEX5,PTPRC,PHKG2,RGS16,ALOX12B,
PLAU,GAPDHS,,OPHN1,,,LTB,AK1,POLQ,GPX3,,ITGA7,SLC22A5,FRK,ADAMTS1,FXYD1,MAPK1,CD47,ADAR,CD99,,,F7,EIF4A3,SLA,ACSL3,HNRNPD,STARD7,,BMP1,APLNR,GSS,PCBD1,UQCRB,DLD,,CTSD,SLC6A12,MMP16,,EIF2AK1,COMP,FGL2,PEX12,ABCC8,THY1,RPL39L,ARG1,CALCB,
MYC,CHST2,,WASL,,,IL17RB,GTF2H1,EZH2,PDGFRB,,MRAP,WFS1,DHRS2,NCOA4,TPM3,GOSR2,LPAR6,PSMB9,COL16A1,,,CTSS,POP4,PLA2G12A,FADS1,SYNCRIP,EIF3D,,TNFRSF11B,IRF7,FMO3,S100A10,NDUFS2,SDHC,,TSPYL2,TMBIM6,MAP2K5,,MPP1,HTRA1,IRF4,ABCA9,ALB,MMP9,PCSK4,HSD11B1,FGGY,
TNFRSF9,TMEM45A,,MAP3K11,,,,HCLS1,RAD21,TSPO,,CYC1,PTGES,FOXC1,PTK2B,CHRNB1,STAM,MOV10,HERC6,GNAI2,,,C1QA,CEBPG,MAPK10,INSIG1,SRSF2,FBL,,GAS1,IFITM1,AKR1C3,EHHADH,NDUFA9,MDH2,,MKNK2,ACAA1,AGGF1,,GLRX5,MMP1,NCOA3,LONP2,STS,LYN,MLLT10,RBP4,SPRR3,
SGK1,BCAN,,SOS1,,,,APRT,STMN1,TIMP1,,ALDH2,WWC1,BAG1,CDK6,SPEG,SNAP23,SLC25A28,RTP4,JUP,,,CALM3,BAG3,THEM4,DHCR24,BRCA1,CBX3,,SCG2,EIF2AK2,SLC22A1,HADHB,NDUFS4,FKBP4,,NUPR1,UROD,PLCB4,,TSPAN5,HPN,IL2RB,ABCA8,ITGB1BP1,C2,ART3,CROT,UPK3B,
TNIP1,CAV1,,ABL1,,,,ERCC8,SUV39H1,HSPB1,,RNF11,ITPK1,MYOF,HSD17B14,FHL1,ATP6V1B1,SELL,SAMD9L,LAYN,,,C1QC,CNOT2,MKNK2,RIT1,WEE1,CCT3,,MMP14,BST2,GSTO1,HSD17B10,NDUFS1,TFF3,,SLC7A11,ATP6V1F,PTPRM,,OSBP2,MEP1A,NRP1,DIO1,SIAH1,CTSS,NPHP1,TMEM176B,PRODH,
NAMPT,AMPD3,,TIAM1,,,,IMPDH2,PRIM2,ADD1,,SULT1A1,TMEM164,RBBP8,VAPA,ACTN3,STX12,TRAFD1,LY6E,PFN1,,,DPP4,RPS14,PPP2R1B,IFRD1,HMGB2,C1QBP,,CD59,RTP4,ARG1,ALDH1A1,NDUFA2,ELF3,,CCNG1,ATP6V1C1,SIPA1L1,,ANK1,F11,SERPINC1,TTR,SLC25A19,CD40LG,CLGN,SOX9,GPR19,
FOSL2,GPC3,,KIF1B,,,,POLB,E2F1,TIMP2,,DDT,ARL3,CYP26B1,XRCC6,TCAP,CD63,BATF2,IFITM2,CNN2,,,KLK1,NPM1,CAB39L,YKT6,AK2,U2AF1,,FN1,LY6E,CDO1,ACADVL,NDUFS8,MED24,,CCP110,SLC25A4,NR1D2,,NFE2,HRG,CCNE1,PEX11G,CDK7,WAS,MAST2,VWA5A,SLC29A3,
PNRC1,NDST1,,ITSN1,,,,SDCBP,CHAF1A,TIMP3,,SDHB,MED13L,PAPSS2,MYL12A,MYL3,TOM1L1,NUB1,HELZ2,AMIGO2,,,KLKB1,CNOT6,ARPC3,M6PR,RNASEH2A,UBE2L3,,LRP1,NMI,FMO1,HSD17B4,NNT,KIF20A,,RAD51C,STK25,ATRN,,AHSP,PROS1,NOP2,SLCO1A2,UGT2B17,GZMB,MTOR,ABCB1,GPRC5C,
ID2,SAP30,,SHROOM1,,,,SF3A3,NOLC1,CASP1,,CD151,SLC16A1,JAK2,UBE2I,LDB3,ARFGAP3,OGFR,TRIM21,INPPL1,,,CD59,PSAT1,PITX2,USO1,XRCC6,SSBP1,,PLOD2,LAMP3,ALDH9A1,CA4,NDUFS7,GALE,,PPM1D,CDKN2B,ATXN1,,SPTA1,MBL2,PUS1,SULT1B1,CLN8,LCK,ZNRF4,TFPI,C5,
CD69,GAA,,NCK2,,,,DAD1,GSPT1,GPX1,,SLC27A1,TJP3,AFF1,PTPN21,COX6A2,RAB9A,MVB12A,PARP14,CLDN6,,,CR2,EIF4G1,DAPP1,PSMA3,ANP32E,TCP1,,SERPINH1,IL15,NDRG2,HAO2,NDUFV1,MERTK,,CDKN2A,RRAD,PRDM2,,SLC22A4,ISCU,SLC29A2,NR1I2,CTBP1,NPM1,AGFG1,GYPC,EDAR,
IL7R,PKLR,,DLGAP5,,,,UPF3B,BUB3,BCL10,,BCKDHA,SLC26A2,KLK10,AKT1,FABP3,,,TRIM26,ARPC2,,,MMP15,YWHAZ,CAB39,IFI30,ZW10,EIF3B,,MCM7,SELL,UPB1,MCEE,COX5B,CACNA1H,,RPL18,TCHH,GCNT1,,CLIC2,CAPN5,SPP1,GC,HSD11B2,TRAF2,SNAP91,MMP11,KCNMB1,
EFNA1,IGFBP1,,BCR,,,,GUK1,ILF3,IGF2R,,C3,FCMR,BLVRB,,MYL7,,,PARP12,SRC,,,SPOCK2,SLC30A5,PRKAG1,FGL2,MTHFD2,SNRPA,,COL5A2,IL10RA,PDK4,AUH,UQCRH,AGRN,,SDC1,NXF1,RUNX1,,TRAK2,KLK8,ECM1,ABCA4,CRABP2,UBE2N,CHFR,MMP10,STAG3,
PHLDA2,S100A4,,RANBP9,,,,ADRM1,CDC7,AIFM3,,LEP,SNX24,CISH,,ITGB5,,,NMI,PBX2,,,F10,DCP1A,CSNK2B,MTHFD2,TUBG1,PWP1,,COL1A2,FPR1,AHCY,FH,NDUFA1,AGL,,FUCA1,CDC5L,RND3,,KEL,THBD,APLP1,SLC35B2,CRABP1,PRKCB,TNP2,RABGAP1L,KRT4,
PFKFB3,RRAGD,,EPB41L2,,,,SEC61A1,CKS1B,PPP3R1,,ELOVL6,TFAP2C,GLA,,CHRNA1,,,RNF31,MAP4K2,,,CTSB,IMP3,PRKAA2,PIK3R3,NOP56,APEX1,,LAMC1,CD40,COMT,ALAD,CYCS,PC,,CD82,HSPA2,ADGRL2,,RANBP10,CTSE,NT5E,SLC23A1,SCGB1A1,IL4,BRAF,ETV4,SLC25A23,
CCL5,EGFR,,KATNA1,,,,POLA2,EXO1,HGF,,LTC4S,TTC39A,ADD3,,COL3A1,,,TRIM14,PTEN,,,CTSO,SPCS1,ATF1,TUBG1,EIF2S1,TXNL4A,,COL7A1,LCP2,AOX1,GPD1,NDUFA6,COPB2,,RGS16,ARRB2,NIPBL,,TRIM10,PROC,CAPG,NUDT12,PABPC1,ITGB2,POMC,NR1H4,INSL5,
YRDC,EDN2,,TUBD1,,,,FEN1,TFDP1,LUM,,SPARCL1,GJA1,PDLIM3,,KCNH1,,,TDRD7,CNTN1,,,CD40LG,DNAJA4,PIN1,SKAP2,TFRC,HNRNPR,,LOXL2,TAPBP,DDAH2,ACOT2,NDUFB6,COG2,,MXD1,E2F5,FZD2,,TSPO2,F12,PTGER2,PAOX,FABP6,CFP,IFT88,HDAC9,KMT2D,
IFNGR2,IDS,,TPX2,,,,ZNF707,KPNB1,LMNA,,RMDN3,PRSS23,CALCR,,GJA5,,,DHX58,TSPAN4,,,CBLB,TTC37,NGF,CTSC,RRM2,EEF1B2,,THBS2,SRI,HGFAC,HSP90AA1,UQCRC2,RBCK1,,EPHX1,RAB27A,PRKCE,,XK,CFI,CD48,DIO2,ABCB9,BCAT1,GMCL1,MAP4K1,BRDT,
SQSTM1,RORA,,KIF3C,,,,NUDT9,LBR,CDK2,,MTCH2,OLFM1,NBL1,,MYF6,,,PNPT1,VCAN,,,PDP1,FUS,ACACA,LTA4H,NUP205,CAD,,NNMT,CMKLR1,F11,BCKDHB,NDUFB3,CLDN9,,SLC35D1,SPR,LTBP1,,SNCA,F9,RGS16,RBP1,CACNA1B,CDKN2A,MTNR1A,SNAP91,KCNN1,
BTG3,MIF,,SHROOM2,,,,PDE6G,HUS1,IFNB1,,SOWAHC,RAPGEFL1,SFN,,MYH2,,,TRIM25,CDH8,,,C4BPB,EXOSC10,SMAD2,HSP90B1,MCM4,RPL18,,TPM1,IL2RB,CYP26A1,UROS,OGDH,VCAN,,CYFIP2,SHOX2,RBPMS,,MARK3,PROZ,AHR,SLC23A2,SEMA3C,EIF3D,DMC1,SCG5,PROP1,
GADD45B,PPP1R3C,,TUBGCP6,,,,TYMS,TOP1,RETSAT,,SLC1A5,ASB13,OPN3,,MAPK12,,,PSME1,ATP1A3,,,GP9,EEF2,,ASNS,UNG,DDX18,,CDH2,CX3CL1,MCCC2,CRYZ,NDUFB8,KIF2A,,PMM1,CLTB,CACNA1A,,UBAC1,FGA,IL10,NEDD4,,EIF3J,NCAPH,PCSK1N,LGALS7,
KYNU,DPYSL4,,SPTAN1,,,,BCAP31,PDS5B,SOD1,,CMPK1,ABCA3,ABHD2,,MYOG,,,EPSTI1,MYL9,,,CTSC,EXOC2,,CALR,RPA1,RPS2,,COL11A1,ICAM4,SERPINA6,RDH16,COX6B1,PPP2CB,,EPHA2,LHX2,AMPH,,CA1,MMP11,MXD1,RXRG,,ABCE1,PEBP1,ACE,PDK2,
G0S2,KDELR3,,PALLD,,,,DDB1,SRSF1,PTK2,,REEP6,FRK,KRT13,,MYH4,,,PSME2,ADRA1B,,,USP15,PAIP1,,RRP9,CCP110,RUVBL2,,FAP,DCBLD2,GNMT,INMT,NDUFB5,ANG,,S100A10,GLS,MIOS,,KLF1,F13B,P2RX4,BMP6,,CAPG,CHRM4,SPRY2,SNCB,
BTG1,DTNA,,ARFIP2,,,,NFX1,STIL,BCL2L10,,NDUFA5,DHRS2,HR,,AEBP1,,,C1S,SYK,,,CR1,,,SERP1,DCLRE1B,RNPS1,,FSTL1,LYN,HACL1,GSTZ1,NDUFA4,PLOD2,,LDHB,CDC34,WDR37,,KAT2B,MMP10,GSTO1,EFHC1,,CCL22,TOPBP1,ETV5,NPY4R,
